YEAR,MONTH,Q,Region,过牢,COUNTRY,己槛档,扁埃1,扁埃2,固叼绢,固叼绢2,"Spending(M$)
_Seeding","Spending(M$)
_SEM",Spending(M$)_Digital,WTB_Seeding,WTB_SEM, WTB , OLED 八祸樊 TTL , LG OLED 八祸樊 TTL , LG OLED 八祸樊 Low , Seeding WTB Upper+Mid , Seeding WTB Low , SEM WTB Brand+Core , SEM WTB Low ,Comp_campaign,TVC_GRP,Spending(M$)_TVC,GRP_High BM,Comp_GRP, Sell-out ,selout_remarks,Week,QLED,LG OLED,SONY OLED,OLED,4K
2019,1,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1802,,2019-01-06,8,7,1,19,76
2019,1,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1147,,2019-01-13,4,4,2,12,52
2019,1,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1383,,2019-01-20,4,6,1,15,58
2019,1,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1506,,2019-01-27,5,4,0.5,10,56
2019,2,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1021,,2019-02-03,4,4,0.5,8,56
2019,2,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,605,,2019-02-10,3,3,4,9,53
2019,2,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1049,,2019-02-17,4,6,1,12,55
2019,2,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,750,,2019-02-24,3,2,0,8,44
2019,3,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,630,,2019-03-03,5,7,1,13,56
2019,3,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,836,,2019-03-10,3,3,0.5,10,63
2019,3,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,756,,2019-03-17,4,2,1,9,56
2019,3,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1000,,2019-03-24,6,7,2,17,53
2019,3,1,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,778,,2019-03-31,5,3,1,10,58
2019,4,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,519,,2019-04-07,7,6,1,13,65
2019,4,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,806,,2019-04-14,4,5,0,15,64
2019,4,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1015,,2019-04-21,5,5,2,15,63
2019,4,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,606,,2019-04-28,10,6,1,14,73
2019,5,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1028,,2019-05-05,6,5,2,13,60
2019,5,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,805,,2019-05-12,6,4,1,11,46
2019,5,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,754,,2019-05-19,4,5,1,12,63
2019,5,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,961,,2019-05-26,6,7,2,14,54
2019,6,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,920,,2019-06-02,9,7,2,18,65
2019,6,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,881,,2019-06-09,7,5,2,15,77
2019,6,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1888,,2019-06-16,7,7,2,17,74
2019,6,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,2981,,2019-06-23,8,10,3,20,74
2019,6,2,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,1124,,2019-06-30,8,4,0.5,12,64
2019,7,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,626,,2019-07-07,9,4,1,10,62
2019,7,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,634,,2019-07-14,4,6,0.5,14,74
2019,7,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - , - , - , - , - , - ,"12,797","3,199", - , - , - , - , - ,,,,,,651,,2019-07-21,4,6,2,14,65
2019,7,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.002,0.002, - ,98,98,"32,007","9,828", - , - , - , - , - ,,,,,,631,,2019-07-28,3,5,1,12,64
2019,8,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.005,0.005, - ,283,283,"58,989","8,117", - , - , - , - , - ,,,,,,644,,2019-08-04,7,3,0.5,8,54
2019,8,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.005,0.005, - ,268,268,"76,143","5,127", - , - , - , - , - ,,,,,,730,,2019-08-11,9,4,2,13,66
2019,8,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.004,0.004, - ,243,243,"138,083","5,531", - , - , - , - , - ,,,,,,546,,2019-08-18,6,2,0.5,8,57
2019,8,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.005,0.005, - ,270,270,"233,386","9,770", - , - , - , - , - ,,,,,,469,,2019-08-25,5,2,1,9,63
2019,9,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.003,0.003, - ,237,237,"298,852","57,918", - , - , - , - , - ,,,,,,511,,2019-09-01,7,3,0,9,56
2019,9,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.003,0.003, - ,272,272,"39,335","19,707", - , - , - , - , - ,,,,,,549,,2019-09-08,7,2,1,7,62
2019,9,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.004,0.004, - ,270,270,"33,145","14,549", - , - , - , - , - ,,,,,,758,,2019-09-15,4,3,1,12,56
2019,9,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.007,0.007, - ,324,324,"33,521","12,092", - , - , - , - , - ,,,,,,462,,2019-09-22,8,4,1,10,58
2019,9,3,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.006,0.006, - ,481,481,"41,289","15,774", - , - , - , - , - ,,,,,,446,,2019-09-29,3,3,2,10,57
2019,10,4,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.005,0.005, - ,619,619,"41,167","9,838", - , - , - , - , - ,,,,,,577,,2019-10-06,2,3,2,11,53
2019,10,4,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.009,0.009, - ,662,662,"33,685","4,888", - , - , - , - , - ,,,,,,495,,2019-10-13,5,4,1,12,58
2019,10,4,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.007,0.007, - ,613,613,"26,794","4,660", - , - , - , - , - ,,,,,,490,,2019-10-20,3,4,1,11,50
2019,10,4,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.006,0.006, - ,567,567,"23,055","5,510", - , - , - , - , - ,,,,,,624,,2019-10-27,5,3,3,15,58
2019,11,4,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.005,0.005, - ,639,639,"25,011","9,779", - , - , - , - , - ,,,,,,805,,2019-11-03,3,3,0.5,8,62
2019,11,4,Oceania,Australia,Australia,己槛,姆其牢捞傈,姆其牢捞傈,No media,No, - ,0.006,0.006, - ,659,659,"25,350","11,536", - , - , - , - , - ,,,,,,723,,2019-11-10,4,3,0.5,9,60
2019,11,4,Oceania,Australia,Australia,己槛,姆其牢,姆其牢+捞饶,叼瘤判,叼瘤判,0.055,0.006,0.061,"1,379",630,"2,009","27,636","11,901", - ,"1,379", - , - , - ,,,,,,453,,2019-11-17,6,4,1,13,60
2019,11,4,Oceania,Australia,Australia,己槛,姆其牢,姆其牢+捞饶,叼瘤判,叼瘤判,0.088,0.008,0.096,"2,435",818,"3,253","57,451","24,413", - ,"1,147","1,288", - , - ,,,,,,1736,,2019-11-24,11,6,0.5,18,80
2019,12,4,Oceania,Australia,Australia,己槛,姆其牢,姆其牢+捞饶,叼瘤判,叼瘤判,0.046,0.02,0.065,"1,256","2,063","3,319","40,413","14,044", - ,662,594, - , - ,,,,,,1344,,2019-12-01,8,5,0,14,74
2019,12,4,Oceania,Australia,Australia,己槛,姆其牢,姆其牢+捞饶,叼瘤判,叼瘤判,0.039,0.006,0.046,612,693,"1,305","47,752","18,305", - ,612, - , - , - ,,,,,,1194,,2019-12-08,8,4,2,17,61
2019,12,4,Oceania,Australia,Australia,己槛,姆其牢+1w,姆其牢+捞饶,No media,No, - ,0.005,0.005, - ,598,598,"51,607","20,688", - , - , - , - , - ,,,,,,919,,2019-12-15,6,5,2,16,65
2019,12,4,Oceania,Australia,Australia,己槛,姆其牢,姆其牢+捞饶,叼瘤判,叼瘤判,0.014,0.005,0.018,"2,467",677,"3,144","24,515","12,447", - , - ,"2,467", - , - ,,,,,,2857,,2019-12-22,16,11,1,32,100
2019,12,4,Oceania,Australia,Australia,己槛,姆其牢,姆其牢+捞饶,叼瘤判,叼瘤判,0.005,0.002,0.007,"1,259",702,"1,961", - , - , - , - ,"1,259", - , - ,,,,,,1789,,2019-12-29,8,8,2,19,78
2019,1,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,183,,2019-01-06,7,10,3,22,48
2019,1,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,186,,2019-01-13,4,5,1,15,56
2019,1,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,179,,2019-01-20,4,4,0,19,50
2019,1,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,243,,2019-01-27,5,5,3,18,48
2019,2,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,220,,2019-02-03,0,1,1,11,55
2019,2,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,105,,2019-02-10,5,4,4,16,50
2019,2,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,121,,2019-02-17,5,7,1,12,41
2019,2,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,210,,2019-02-24,4,9,1,19,39
2019,3,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,144,,2019-03-03,4,1,0,8,27
2019,3,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,98,,2019-03-10,4,1,1,8,37
2019,3,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,88,,2019-03-17,1,3,1,9,43
2019,3,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,139,,2019-03-24,1,1,0,5,43
2019,3,1,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,131,,2019-03-31,1,3,3,10,42
2019,4,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,152,,2019-04-07,7,0,0,5,37
2019,4,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,239,,2019-04-14,6,3,0,10,51
2019,4,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,120,,2019-04-21,1,3,1,9,41
2019,4,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,164,,2019-04-28,3,4,1,12,42
2019,5,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,194,,2019-05-05,0,4,0,8,42
2019,5,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,181,,2019-05-12,8,4,0,8,38
2019,5,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,181,,2019-05-19,1,1,0,5,30
2019,5,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,221,,2019-05-26,3,1,0,11,42
2019,6,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,180,,2019-06-02,3,3,0,8,29
2019,6,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,146,,2019-06-09,3,6,0,10,50
2019,6,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,227,,2019-06-16,1,1,0,7,32
2019,6,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,205,,2019-06-23,3,4,0,10,42
2019,6,2,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,224,,2019-06-30,7,5,0,15,38
2019,7,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,173,,2019-07-07,1,1,0,11,44
2019,7,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,187,,2019-07-14,4,3,1,14,50
2019,7,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,189,,2019-07-21,6,4,1,12,31
2019,7,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,169,,2019-07-28,3,1,1,8,38
2019,8,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,184,,2019-08-04,3,3,0,6,29
2019,8,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,267,,2019-08-11,13,3,1,14,37
2019,8,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,262,,2019-08-18,0,1,0,3,26
2019,8,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,200,,2019-08-25,4,3,0,5,35
2019,9,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,128,,2019-09-01,5,0,0,8,46
2019,9,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,162,,2019-09-08,4,4,0,8,48
2019,9,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,88,,2019-09-15,1,1,0,8,47
2019,9,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,91,,2019-09-22,5,5,1,16,43
2019,9,3,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,58,,2019-09-29,5,4,3,20,43
2019,10,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,37,,2019-10-06,5,6,1,14,29
2019,10,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,67,,2019-10-13,5,5,0,10,34
2019,10,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,37,,2019-10-20,4,3,3,13,44
2019,10,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,95,,2019-10-27,5,0,1,14,40
2019,11,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,78,,2019-11-03,6,7,0,10,46
2019,11,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,73,,2019-11-10,10,5,0,12,36
2019,11,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,67,,2019-11-17,6,4,1,15,81
2019,11,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,606,,2019-11-24,23,11,2,28,76
2019,12,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,492,,2019-12-01,10,9,1,17,69
2019,12,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,164,,2019-12-08,3,6,0,19,47
2019,12,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,180,,2019-12-15,10,4,1,13,55
2019,12,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,173,,2019-12-22,14,10,4,28,68
2019,12,4,EU,Austria,Austria,己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,204,,2019-12-29,8,11,1,21,65
2019,1,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,384,,2019-01-06,2,1,0.5,2,36
2019,1,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,266,,2019-01-13,2,0.5,0,1,30
2019,1,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,228,,2019-01-20,1,0.5,0.5,1,33
2019,1,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,212,,2019-01-27,2,1,0.5,1,31
2019,2,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,270,,2019-02-03,2,0.5,0.5,1,31
2019,2,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,265,,2019-02-10,1,1,0.5,1,31
2019,2,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,282,,2019-02-17,2,0.5,0.5,1,36
2019,2,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,330,,2019-02-24,1,0.5,0,1,34
2019,3,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,286,,2019-03-03,2,0.5,0.5,1,37
2019,3,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,374,,2019-03-10,2,0.5,0.5,1,35
2019,3,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,308,,2019-03-17,3,0.5,0.5,1,33
2019,3,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,334,,2019-03-24,2,0.5,0.5,1,34
2019,3,1,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,227,,2019-03-31,2,0.5,0,1,35
2019,4,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,286,,2019-04-07,2,1,0,2,37
2019,4,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,239,,2019-04-14,3,1,0.5,2,43
2019,4,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,566,,2019-04-21,2,1,0.5,2,41
2019,4,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,788,,2019-04-28,2,1,0,2,39
2019,5,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,879,,2019-05-05,1,2,0.5,3,41
2019,5,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,829,,2019-05-12,1,2,0,3,39
2019,5,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,905,,2019-05-19,2,3,0,4,38
2019,5,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,720,,2019-05-26,2,1,0.5,3,35
2019,6,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,379,,2019-06-02,2,1,0.5,2,38
2019,6,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,147,,2019-06-09,2,0.5,0.5,1,38
2019,6,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,140,,2019-06-16,3,1,0.5,2,45
2019,6,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,130,,2019-06-23,2,0.5,0.5,2,47
2019,6,2,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,168,,2019-06-30,2,0.5,0.5,2,45
2019,7,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,166,,2019-07-07,2,1,0.5,2,47
2019,7,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - , - , - , - , - , - ,"19,635","3,462", - , - , - , - , - ,,,,,,183,,2019-07-14,1,0.5,0.5,2,37
2019,7,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.009,0.009, - ,766,766,"42,832","8,849", - , - , - , - , - ,,,,,,299,,2019-07-21,2,0.5,0.5,1,40
2019,7,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.013,0.013, - ,"1,434","1,434","42,345","9,482", - , - , - , - , - ,,,,,,171,,2019-07-28,2,0.5,0.5,1,42
2019,8,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.013,0.013, - ,"1,571","1,571","38,914","8,967", - , - , - , - , - ,,,,,,212,,2019-08-04,1,0.5,0.5,1,45
2019,8,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.012,0.012, - ,"1,724","1,724","41,255","12,440", - , - , - , - , - ,,,,,,173,,2019-08-11,2,0.5,0.5,1,42
2019,8,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.01,0.01, - ,"1,648","1,648","43,950","11,511", - , - , - , - , - ,,,,,,157,,2019-08-18,1,0.5,0.5,1,39
2019,8,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.011,0.011, - ,"1,815","1,815","36,607","11,611", - , - , - , - , - ,,,,,,132,,2019-08-25,2,0.5,0.5,1,37
2019,9,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.01,0.01, - ,"1,782","1,782","42,420","13,411", - , - , - , - , - ,,,,,,218,,2019-09-01,2,0.5,0,1,45
2019,9,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.007,0.007, - ,"1,646","1,646","48,322","7,620", - , - , - , - , - ,,,,,,286,,2019-09-08,2,1,0.5,2,38
2019,9,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.008,0.008, - ,"1,888","1,888","48,570","6,949", - , - , - , - , - ,,,,,,317,,2019-09-15,2,1,0.5,2,41
2019,9,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.01,0.01, - ,"1,703","1,703","49,598","7,543", - , - , - , - , - ,,,,,,305,,2019-09-22,2,1,0,2,39
2019,9,3,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.015,0.015, - ,"1,862","1,862","47,446","5,977", - , - , - , - , - ,,,,,,431,,2019-09-29,1,1,0,1,40
2019,10,4,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.018,0.018, - ,"2,017","2,017","46,190","5,600", - , - , - , - , - ,,,,,,251,,2019-10-06,1,1,0.5,1,39
2019,10,4,SCA,Brazil,Brazil,固己槛,,,No media,No, - ,0.012,0.012, - ,"2,075","2,075","49,593","6,671", - , - , - , - , - ,,,,,,578,,2019-10-13,1,1,0.5,2,40
